Depth ice/snow [m],Age model [ka],δD [‰ SMOW],delta T [°C],Sample ID
1245.75,87.31,-430.1,-6.57,2266
1246.3,87.368,-423.6,-5.49,2267
1246.85,87.423,-430.6,-6.65,2268
1247.4,87.481,-432.7,-6.99,2269
1247.95,87.541,-429.5,-6.46,2270
1248.5,87.599,-431.8,-6.84,2271
1249.05,87.658,-424.1,-5.57,2272
1249.6,87.714,-435.4,-7.44,2273
1250.15,87.774,-425.8,-5.85,2274
1250.7,87.831,-432.6,-6.97,2275
1251.25,87.891,-429.9,-6.52,2276
1251.8,87.949,-427,-6.04,2277
1252.35,88.004,-425.5,-5.8,2278
1252.9,88.059,-425.2,-5.75,2279
1253.45,88.114,-430.3,-6.59,2280
1254,88.172,-429.9,-6.52,2281
1254.55,88.23,-426.4,-5.94,2282
1255.1,88.286,-432.1,-6.88,2283
1255.65,88.346,-425.6,-5.81,2284
1256.2,88.401,-429.3,-6.42,2285
1256.75,88.459,-432.9,-7.01,2286
1257.3,88.518,-424.9,-5.69,2287
1257.85,88.574,-427.7,-6.15,2288
1258.4,88.631,-428.4,-6.27,2289
1258.95,88.688,-424.9,-5.69,2290
1259.5,88.742,-422.3,-5.26,2291
1260.05,88.794,-424.4,-5.61,2292
1260.6,88.847,-421.3,-5.1,2293
1261.15,88.899,-423.9,-5.53,2294
1261.7,88.952,-421.3,-5.1,2295
1262.25,89.005,-429.4,-6.44,2296
1262.8,89.062,-428.5,-6.29,2297
1263.35,89.119,-424.6,-5.64,2298
1263.9,89.174,-427.3,-6.09,2299
1264.45,89.23,-427.7,-6.16,2300
1265,89.286,-418.7,-4.67,2301
1265.55,89.336,-420,-4.89,2302
1266.1,89.387,-421.4,-5.12,2303
1266.65,89.438,-419.7,-4.84,2304
1267.2,89.489,-421,-5.05,2305
1267.75,89.54,-422.2,-5.25,2306
1268.3,89.592,-428.1,-6.23,2307
1268.85,89.65,-427.4,-6.11,2308
1269.4,89.705,-419.2,-4.76,2309
1269.95,89.757,-421.7,-5.17,2310
1270.5,89.808,-422,-5.22,2311
1271.05,89.861,-423.8,-5.52,2312
1271.6,89.913,-418.8,-4.7,2313
1272.15,89.963,-413.9,-3.89,2314
1272.7,90.012,-420.7,-5.01,2315
1273.25,90.062,-423,-5.39,2316
1273.8,90.115,-423.4,-5.46,2317
1274.35,90.168,-423,-5.4,2318
1274.9,90.222,-423.4,-5.46,2319
1275.45,90.274,-414.4,-3.98,2320
1276,90.324,-428.9,-6.37,2321
1276.55,90.38,-425.8,-5.86,2322
1277.1,90.436,-422.5,-5.32,2323
1277.65,90.489,-420,-4.91,2324
1278.2,90.54,-431.3,-6.77,2325
1278.75,90.6,-430.2,-6.59,2326
1279.3,90.66,-428.9,-6.38,2327
1279.85,90.719,-427.9,-6.21,2328
1280.4,90.777,-426.1,-5.92,2329
1280.95,90.833,-424.4,-5.64,2330
1281.5,90.888,-419.8,-4.88,2331
1282.05,90.939,-421.5,-5.16,2332
1282.6,90.991,-424.6,-5.67,2333
1283.15,91.046,-424.8,-5.71,2334
1283.7,91.101,-421.5,-5.16,2335
1284.25,91.156,-430.2,-6.6,2336
1284.8,91.213,-425.1,-5.76,2337
1285.35,91.27,-428.6,-6.34,2338
1285.9,91.328,-425.8,-5.87,2339
1286.45,91.385,-425.5,-5.82,2340
1287,91.441,-431,-6.73,2341
1287.55,91.5,-415.8,-4.22,2342
1288.1,91.55,-420.2,-4.95,2343
1288.65,91.602,-424.1,-5.59,2344
1289.2,91.657,-426.8,-6.04,2345
1289.75,91.714,-427.7,-6.19,2346
1290.3,91.771,-422.1,-5.27,2347
1290.85,91.825,-424.6,-5.68,2348
1291.4,91.88,-424.2,-5.61,2349
1291.95,91.935,-419.9,-4.9,2350
1292.5,91.987,-422.3,-5.3,2351
1293.05,92.04,-422.6,-5.35,2352
1293.6,92.094,-422.5,-5.33,2353
1294.15,92.148,-425.1,-5.76,2354
1294.7,92.204,-425.6,-5.85,2355
1295.25,92.26,-424.3,-5.63,2356
1295.8,92.315,-422.1,-5.27,2357
1296.35,92.368,-415.2,-4.13,2358
1296.9,92.418,-421.6,-5.19,2359
1297.45,92.471,-424.3,-5.63,2360
1298,92.525,-419.7,-4.87,2361
1298.55,92.577,-421,-5.09,2362
1299.1,92.629,-415.7,-4.21,2363
1299.65,92.679,-425.9,-5.9,2364
1300.2,92.734,-418.6,-4.69,2365
1300.75,92.786,-419.9,-4.91,2366
1301.3,92.838,-419.7,-4.88,2367
1301.85,92.889,-419.2,-4.8,2368
1302.4,92.941,-422.7,-5.37,2369
1302.95,92.995,-426.8,-6.05,2370
1303.5,93.051,-418,-4.6,2371
1304.05,93.104,-422.4,-5.32,2372
1304.6,93.157,-421.4,-5.16,2373
1305.15,93.211,-424,-5.59,2374
1305.7,93.264,-416.7,-4.38,2375
1306.25,93.315,-415.8,-4.23,2376
1306.8,93.364,-417.8,-4.57,2377
1307.35,93.414,-417.2,-4.47,2378
1307.9,93.465,-419.1,-4.78,2379
1308.45,93.517,-426,-5.92,2380
1309,93.572,-420.7,-5.05,2381
1309.55,93.626,-419.7,-4.88,2382
1310.1,93.676,-411.5,-3.53,2383
1310.65,93.725,-423.7,-5.54,2384
1311.2,93.778,-418.8,-4.73,2385
1311.75,93.83,-417,-4.44,2386
1312.3,93.88,-419.1,-4.78,2387
1312.85,93.931,-419.5,-4.85,2388
1313.4,93.983,-418.4,-4.67,2389
1313.95,94.034,-416.4,-4.34,2390
1314.5,94.084,-416.7,-4.39,2391
1315.05,94.133,-415.2,-4.14,2392
1315.6,94.182,-415.7,-4.22,2393
1316.15,94.232,-424.1,-5.61,2394
1316.7,94.286,-414.3,-3.99,2395
1317.25,94.335,-418,-4.6,2396
1317.8,94.386,-422.9,-5.41,2397
1318.35,94.44,-415.8,-4.24,2398
1318.9,94.49,-420,-4.93,2399
1319.45,94.542,-420.1,-4.95,2400
1320,94.595,-420.7,-5.05,2401
1320.55,94.649,-427.2,-6.12,2402
1321.1,94.705,-418.5,-4.68,2403
1321.65,94.757,-414,-3.94,2404
1322.2,94.805,-406.7,-2.73,2405
1322.75,94.849,-408.4,-3.02,2406
1323.3,94.893,-415.4,-4.17,2407
1323.85,94.941,-410.8,-3.41,2408
1324.4,94.987,-412.1,-3.63,2409
1324.95,95.034,-416.9,-4.42,2410
1325.5,95.083,-415.2,-4.14,2411
1326.05,95.132,-415,-4.11,2412
1326.6,95.182,-419.3,-4.82,2413
1327.15,95.234,-422.7,-5.38,2414
1327.7,95.288,-420,-4.94,2415
1328.25,95.341,-420.6,-5.03,2416
1328.8,95.394,-422.4,-5.33,2417
1329.35,95.449,-420.3,-4.98,2418
1329.9,95.502,-419.9,-4.92,2419
1330.45,95.555,-422.6,-5.36,2420
1331,95.609,-417.6,-4.54,2421
1331.55,95.661,-420.5,-5.02,2422
1332.1,95.714,-422,-5.26,2423
1332.65,95.767,-415.7,-4.22,2424
1333.2,95.819,-420.2,-4.96,2425
1333.75,95.871,-422.2,-5.3,2426
1334.3,95.924,-409.7,-3.23,2427
1334.85,95.972,-419.1,-4.78,2428
1335.4,96.024,-425.6,-5.86,2429
1335.95,96.079,-415.2,-4.14,2430
1336.5,96.13,-419.2,-4.8,2431
1337.05,96.182,-416.3,-4.32,2432
1337.6,96.232,-412.7,-3.73,2433
1338.15,96.28,-418,-4.6,2434
1338.7,96.331,-421.8,-5.23,2435
1339.25,96.385,-419.6,-4.87,2436
1339.8,96.438,-412.5,-3.69,2437
1340.35,96.486,-425.5,-5.84,2438
1340.9,96.543,-421.3,-5.15,2439
1341.45,96.597,-418.8,-4.73,2440
1342,96.649,-413.3,-3.82,2441
1342.55,96.699,-423.2,-5.46,2442
1343.1,96.752,-416.1,-4.29,2443
1343.65,96.804,-419.2,-4.8,2444
1344.2,96.855,-415.8,-4.24,2445
1344.75,96.906,-418.7,-4.72,2446
1345.3,96.958,-418.6,-4.7,2447
1345.85,97.011,-424.7,-5.71,2448
1346.4,97.065,-411.7,-3.56,2449
1346.95,97.116,-421.1,-5.11,2450
1347.5,97.167,-415.7,-4.22,2451
1348.05,97.218,-416.3,-4.32,2452
1348.6,97.268,-415.7,-4.22,2453
1349.15,97.319,-416.6,-4.37,2454
1349.7,97.369,-415.4,-4.17,2455
1350.25,97.42,-420.7,-5.05,2456
1350.8,97.472,-419.4,-4.83,2457
1351.35,97.525,-413.4,-3.84,2458
1351.9,97.575,-423.2,-5.46,2459
1352.45,97.629,-418.8,-4.73,2460
1353,97.682,-419.6,-4.86,2461
1353.55,97.735,-410.8,-3.41,2462
1354.1,97.783,-415.6,-4.2,2463
1354.65,97.832,-419.2,-4.8,2464
1355.2,97.885,-421.2,-5.13,2465
1355.75,97.94,-420.6,-5.03,2466
1356.3,97.994,-419.1,-4.78,2467
1356.85,98.046,-413.3,-3.82,2468
1357.4,98.095,-417.2,-4.46,2469
1357.95,98.146,-415.4,-4.16,2470
1358.5,98.197,-423.1,-5.44,2471
1359.05,98.251,-412.5,-3.68,2472
1359.6,98.302,-422.6,-5.35,2473
1360.15,98.355,-418.2,-4.63,2474
1360.7,98.408,-418,-4.59,2475
1361.25,98.459,-412.8,-3.73,2476
1361.8,98.509,-418.3,-4.64,2477
1362.35,98.56,-412.5,-3.68,2478
1362.9,98.61,-419.4,-4.82,2479
1363.45,98.662,-422.5,-5.33,2480
1364,98.717,-421.4,-5.15,2481
1364.55,98.772,-417.7,-4.54,2482
1365.1,98.825,-422.3,-5.3,2483
1365.65,98.88,-417.3,-4.47,2484
1366.2,98.933,-424.5,-5.66,2485
1366.75,98.99,-416.4,-4.32,2486
1367.3,99.041,-418.7,-4.7,2487
1367.85,99.094,-418.5,-4.67,2488
1368.4,99.147,-425.8,-5.87,2489
1368.95,99.205,-424.1,-5.59,2490
1369.5,99.263,-421.5,-5.16,2491
1370.05,99.318,-418.8,-4.71,2492
1370.6,99.372,-422.2,-5.28,2493
1371.15,99.427,-420.9,-5.06,2494
1371.7,99.482,-418.7,-4.7,2495
1372.25,99.535,-415.7,-4.2,2496
1372.8,99.586,-421.8,-5.21,2497
1373.35,99.641,-415.7,-4.2,2498
1373.9,99.692,-415.5,-4.17,2499
1374.45,99.743,-418,-4.58,2500
1375,99.795,-417.7,-4.53,2501
1375.55,99.848,-424.2,-5.61,2502
1376.1,99.904,-416.3,-4.3,2503
1376.65,99.957,-420.7,-5.03,2504
1377.2,100.01,-416.4,-4.32,2505
1377.75,100.062,-414.9,-4.07,2506
1378.3,100.114,-419.8,-4.88,2507
1378.85,100.166,-416.5,-4.33,2508
1379.4,100.218,-413.8,-3.89,2509
1379.95,100.269,-419,-4.75,2510
1380.5,100.321,-417.4,-4.48,2511
1381.05,100.374,-419.1,-4.76,2512
1381.6,100.426,-413.2,-3.79,2513
1382.15,100.477,-418.5,-4.67,2514
1382.7,100.529,-414.6,-4.02,2515
1383.25,100.58,-420.5,-5,2516
1383.8,100.634,-417.9,-4.57,2517
1384.35,100.687,-417.2,-4.45,2518
1384.9,100.739,-416.3,-4.3,2519
1385.45,100.791,-416.2,-4.29,2520
1386,100.842,-414,-3.92,2521
1386.55,100.893,-421.3,-5.13,2522
1387.1,100.948,-420,-4.92,2523
1387.65,101.003,-421.5,-5.16,2524
1388.2,101.058,-419.9,-4.9,2525
1388.75,101.113,-415.9,-4.24,2526
1389.3,101.165,-416.7,-4.37,2527
1389.85,101.216,-413.2,-3.79,2528
1390.4,101.266,-411.7,-3.54,2529
1390.95,101.315,-414.7,-4.04,2530
1391.5,101.363,-407.1,-2.79,2531
1392.05,101.41,-411.1,-3.45,2532
1392.6,101.458,-417.5,-4.51,2533
1393.15,101.509,-413.7,-3.88,2534
1393.7,101.561,-419.5,-4.84,2535
1394.25,101.614,-417.3,-4.47,2536
1394.8,101.667,-418.6,-4.69,2537
1395.35,101.72,-415,-4.09,2538
1395.9,101.772,-418.3,-4.64,2539
1396.45,101.825,-416.5,-4.34,2540
1397,101.878,-416.5,-4.34,2541
1397.55,101.93,-416,-4.26,2542
1398.1,101.982,-420.6,-5.02,2543
1398.65,102.038,-418,-4.59,2544
1399.2,102.091,-416.9,-4.41,2545
1399.75,102.144,-415.9,-4.24,2546
1400.3,102.196,-419.9,-4.9,2547
1400.85,102.252,-427.6,-6.18,2548
1401.4,102.312,-418.9,-4.74,2549
1401.95,102.368,-419.5,-4.84,2550
1402.5,102.423,-421.3,-5.13,2551
1403.05,102.479,-419.7,-4.87,2552
1403.6,102.535,-419.1,-4.77,2553
1404.15,102.59,-423.2,-5.45,2554
1404.7,102.647,-416.4,-4.32,2555
1405.25,102.702,-423.6,-5.51,2556
1405.8,102.76,-424,-5.58,2557
1406.35,102.819,-423.8,-5.54,2558
1406.9,102.878,-422,-5.24,2559
1407.45,102.935,-419.3,-4.8,2560
1408,102.991,-426.3,-5.95,2561
1408.55,103.052,-425,-5.74,2562
1409.1,103.113,-427.9,-6.22,2563
1409.65,103.175,-422.3,-5.29,2564
1410.2,103.234,-432.5,-6.97,2565
1410.75,103.302,-431.1,-6.74,2566
1411.3,103.368,-428.2,-6.26,2567
1411.85,103.433,-434.8,-7.35,2568
1412.4,103.503,-432.6,-6.98,2569
1412.95,103.571,-429.4,-6.45,2570
1413.5,103.637,-434.5,-7.29,2571
1414.05,103.705,-425.7,-5.83,2572
1414.6,103.77,-432.1,-6.89,2573
1415.15,103.836,-424.9,-5.69,2574
1415.7,103.898,-428.3,-6.25,2575
1416.25,103.961,-425.1,-5.72,2576
1416.8,104.022,-424.8,-5.67,2577
1417.35,104.083,-431.5,-6.78,2578
1417.9,104.15,-427.8,-6.16,2579
1418.45,104.212,-418.2,-4.57,2580
1419,104.27,-424.7,-5.64,2581
1419.55,104.33,-426.5,-5.94,2582
1420.1,104.392,-423.7,-5.48,2583
1420.65,104.453,-423.7,-5.47,2584
1421.2,104.512,-422.6,-5.29,2585
1421.75,104.572,-425.4,-5.75,2586
1422.3,104.633,-422.4,-5.25,2587
1422.85,104.692,-418.4,-4.59,2588
1423.4,104.748,-420.3,-4.9,2589
1423.95,104.804,-420.2,-4.88,2590
1424.5,104.861,-418.7,-4.64,2591
1425.05,104.918,-421.8,-5.15,2592
1425.6,104.975,-420.8,-4.98,2593
1426.15,105.033,-415,-4.02,2594
1426.7,105.086,-420,-4.85,2595
1427.25,105.143,-423.9,-5.49,2596
1427.8,105.204,-424.6,-5.6,2597
1428.35,105.264,-420.2,-4.87,2598
1428.9,105.322,-419.7,-4.79,2599
1429.45,105.379,-422.1,-5.18,2600
1430,105.438,-420.3,-4.89,2601
1430.55,105.495,-418.8,-4.64,2602
1431.1,105.552,-419.5,-4.75,2603
1431.65,105.608,-420.4,-4.9,2604
1432.2,105.666,-422,-5.16,2605
1432.75,105.725,-422.6,-5.26,2606
1433.3,105.785,-421.8,-5.13,2607
1433.85,105.844,-422.7,-5.27,2608
1434.4,105.902,-412.2,-3.54,2609
1434.95,105.956,-417.9,-4.48,2610
1435.5,106.011,-420,-4.82,2611
1436.05,106.067,-415.7,-4.11,2612
1436.6,106.122,-418.1,-4.51,2613
1437.15,106.178,-418.7,-4.6,2614
1437.7,106.234,-414.7,-3.94,2615
1438.25,106.287,-414.7,-3.94,2616
1438.8,106.34,-416,-4.16,2617
1439.35,106.394,-413.1,-3.68,2618
1439.9,106.447,-414.7,-3.94,2619
1440.45,106.499,-411,-3.33,2620
1441,106.55,-412.6,-3.59,2621
1441.55,106.601,-409.1,-3.01,2622
1442.1,106.651,-413.4,-3.72,2623
1442.65,106.704,-416,-4.15,2624
1443.2,106.759,-422.2,-5.17,2625
1443.75,106.818,-420.1,-4.83,2626
1444.3,106.876,-418.9,-4.63,2627
1444.85,106.933,-415.3,-4.03,2628
1445.4,106.988,-420.1,-4.82,2629
1445.95,107.046,-416.9,-4.29,2630
1446.5,107.103,-421.2,-5,2631
1447.05,107.162,-423.2,-5.32,2632
1447.6,107.223,-421.6,-5.06,2633
1448.15,107.283,-420.5,-4.87,2634
1448.7,107.343,-426.3,-5.83,2635
1449.25,107.406,-421.5,-5.03,2636
1449.8,107.468,-424.5,-5.52,2637
1450.35,107.53,-420.8,-4.91,2638
1450.9,107.59,-424.9,-5.58,2639
1451.45,107.653,-425.2,-5.63,2640
1452,107.717,-424.7,-5.54,2641
1452.55,107.781,-429,-6.25,2642
1453.1,107.849,-428.9,-6.23,2643
1453.65,107.917,-429.9,-6.39,2644
1454.2,107.986,-430.4,-6.46,2645
1454.75,108.056,-429.9,-6.38,2646
1455.3,108.125,-430.8,-6.52,2647
1455.85,108.195,-432.6,-6.81,2648
1456.4,108.267,-433.1,-6.89,2649
1456.95,108.34,-436.9,-7.51,2650
1457.5,108.416,-430,-6.36,2651
1458.05,108.487,-433.7,-6.97,2652
1458.6,108.561,-431.1,-6.53,2653
1459.15,108.632,-433.2,-6.88,2654
1459.7,108.705,-430.1,-6.36,2655
1460.25,108.776,-435.2,-7.19,2656
1460.8,108.851,-430.6,-6.43,2657
1461.35,108.922,-430.8,-6.46,2658
1461.9,108.994,-438.6,-7.74,2659
1462.45,109.072,-430,-6.31,2660
1463,109.143,-427,-5.81,2661
1463.55,109.211,-429.7,-6.25,2662
1464.1,109.28,-428.7,-6.08,2663
1464.65,109.349,-424.6,-5.39,2664
1465.2,109.416,-434.6,-7.04,2665
1465.75,109.49,-427.2,-5.81,2666
1466.3,109.557,-426.1,-5.62,2667
1466.85,109.624,-425.9,-5.58,2668
1467.4,109.69,-426.1,-5.61,2669
1467.95,109.756,-424.9,-5.41,2670
1468.5,109.822,-422.5,-5.01,2671
1469.05,109.885,-432.3,-6.62,2672
1469.6,109.957,-426.6,-5.67,2673
1470.15,110.025,-418,-4.25,2674
1470.7,110.085,-424.7,-5.35,2675
1471.25,110.151,-431.2,-6.42,2676
1471.8,110.222,-426.4,-5.62,2677
1472.35,110.29,-426.2,-5.58,2678
1472.9,110.356,-419.5,-4.47,2679
1473.45,110.419,-423.5,-5.12,2680
1474,110.482,-424.4,-5.27,2681
1474.55,110.548,-424.4,-5.26,2682
1475.1,110.614,-426.3,-5.57,2683
1475.65,110.681,-425.4,-5.41,2684
1476.2,110.747,-421.6,-4.78,2685
1476.75,110.811,-424.7,-5.29,2686
1477.3,110.876,-421.8,-4.8,2687
1477.85,110.94,-422.6,-4.93,2688
1478.4,111.005,-425.8,-5.45,2689
1478.95,111.071,-423.1,-5,2690
1479.5,111.136,-422.9,-4.96,2691
1480.05,111.2,-417.8,-4.12,2692
1480.6,111.263,-427.6,-5.73,2693
1481.15,111.33,-427.9,-5.77,2694
1481.7,111.4,-421.4,-4.69,2695
1482.25,111.465,-425.8,-5.41,2696
1482.8,111.532,-424.5,-5.19,2697
1483.35,111.598,-420,-4.44,2698
1483.9,111.662,-426,-5.43,2699
1484.45,111.729,-426.3,-5.47,2700
1485,111.797,-425,-5.25,2701
1485.55,111.865,-424.6,-5.18,2702
1486.1,111.932,-422.5,-4.83,2703
1486.65,111.997,-425.9,-5.38,2704
1487.2,112.066,-427.4,-5.62,2705
1487.75,112.135,-420.5,-4.48,2706
1488.3,112.199,-421.3,-4.6,2707
1488.85,112.263,-424.6,-5.14,2708
1489.4,112.33,-427.6,-5.63,2709
1489.95,112.4,-421.4,-4.6,2710
1490.5,112.464,-418.7,-4.15,2711
1491.05,112.527,-424.3,-5.07,2712
1491.6,112.592,-418,-4.02,2713
1492.15,112.654,-416.8,-3.82,2714
1492.7,112.714,-420.1,-4.36,2715
1493.25,112.777,-422.6,-4.77,2716
1493.8,112.843,-421.9,-4.64,2717
1494.35,112.907,-421,-4.49,2718
1494.9,112.971,-418.6,-4.09,2719
1495.45,113.034,-418.7,-4.1,2720
1496,113.097,-424.7,-5.08,2721
1496.55,113.162,-413.4,-3.21,2722
1497.1,113.222,-416,-3.64,2723
1497.65,113.281,-418.1,-3.98,2724
1498.2,113.342,-415.4,-3.53,2725
1498.75,113.403,-420.4,-4.35,2726
1499.3,113.466,-422.1,-4.62,2727
1499.85,113.531,-416.7,-3.73,2728
1500.4,113.592,-414.9,-3.42,2729
1500.95,113.652,-422.6,-4.69,2730
1501.5,113.716,-414,-3.26,2731
1502.05,113.776,-412.8,-3.06,2732
1502.6,113.833,-411.4,-2.82,2733
1503.15,113.889,-413.6,-3.18,2734
1503.7,113.947,-412.7,-3.03,2735
1504.25,114.004,-411.5,-2.83,2736
1504.8,114.06,-411.8,-2.87,2737
1505.35,114.116,-406.6,-2.01,2738
1505.9,114.17,-413.5,-3.14,2739
1506.45,114.227,-412.4,-2.96,2740
1507,114.284,-413.2,-3.08,2741
1507.55,114.342,-410,-2.55,2742
1508.1,114.398,-406.8,-2.02,2743
1508.65,114.452,-413.3,-3.09,2744
1509.2,114.509,-414.7,-3.31,2745
1509.75,114.569,-414.5,-3.27,2746
1510.3,114.627,-411,-2.69,2747
1510.85,114.684,-409.4,-2.42,2748
1511.4,114.74,-404.6,-1.63,2749
1511.95,114.792,-405.9,-1.84,2750
1512.5,114.844,-409.9,-2.49,2751
1513.05,114.899,-412.1,-2.85,2752
1513.6,114.956,-408,-2.17,2753
1514.15,115.01,-409.7,-2.45,2754
1514.7,115.064,-400.7,-0.96,2755
1515.25,115.115,-408,-2.16,2756
1515.8,115.169,-406.6,-1.92,2757
1516.35,115.223,-408.2,-2.18,2758
1516.9,115.276,-402.3,-1.21,2759
1517.45,115.327,-410.8,-2.6,2760
1518,115.382,-407.9,-2.12,2761
1518.55,115.436,-409.4,-2.36,2762
1519.1,115.492,-408.6,-2.23,2763
1519.65,115.546,-407.7,-2.07,2764
1520.2,115.599,-405,-1.62,2765
1520.75,115.652,-409,-2.28,2766
1521.3,115.707,-411,-2.6,2767
1521.85,115.762,-405.1,-1.63,2768
1522.4,115.815,-403.9,-1.42,2769
1522.95,115.868,-411.1,-2.61,2770
1523.5,115.922,-405.7,-1.71,2771
1524.05,115.976,-405.2,-1.63,2772
1524.6,116.029,-410.9,-2.56,2773
1525.15,116.085,-404,-1.42,2774
1525.7,116.136,-405.9,-1.73,2775
1526.25,116.189,-413.8,-3.03,2776
1526.8,116.248,-404.9,-1.55,2777
1527.35,116.3,-400.4,-0.81,2778
1527.9,116.35,-402.9,-1.21,2779
1528.45,116.4,-401.7,-1.01,2780
1529,116.45,-403.1,-1.24,2781
1529.55,116.5,-401.8,-1.02,2782
1530.1,116.55,-405.3,-1.6,2783
1530.65,116.602,-404.6,-1.48,2784
1531.2,116.654,-402.9,-1.19,2785
1531.75,116.704,-399.1,-0.56,2786
1532.3,116.754,-403.7,-1.32,2787
1532.85,116.805,-406.1,-1.71,2788
1533.4,116.856,-397.6,-0.3,2789
1533.95,116.905,-400.6,-0.79,2790
1534.5,116.953,-398.4,-0.43,2791
1535.05,117.001,-401.8,-0.99,2792
1535.6,117.051,-405.3,-1.56,2793
1536.15,117.102,-395.6,0.04,2794
1536.7,117.149,-399.3,-0.56,2795
1537.25,117.197,-398.9,-0.5,2796
1537.8,117.245,-399.3,-0.56,2797
1538.35,117.293,-397.9,-0.32,2798
1538.9,117.34,-393.9,0.34,2799
1539.45,117.385,-400.2,-0.7,2800
1540,117.433,-400.6,-0.76,2801
1540.55,117.482,-397.2,-0.2,2802
1541.1,117.53,-398.4,-0.39,2803
1541.65,117.577,-398.3,-0.37,2804
1542.2,117.624,-393.7,0.39,2805
1542.75,117.67,-399.1,-0.5,2806
1543.3,117.717,-399.2,-0.51,2807
1543.85,117.765,-393.7,0.4,2808
1544.4,117.811,-398.6,-0.41,2809
1544.95,117.857,-395.6,0.09,2810
1545.5,117.905,-401.4,-0.87,2811
1546.05,117.954,-400.1,-0.65,2812
1546.6,118.001,-387.8,1.38,2813
1547.15,118.044,-391.8,0.73,2814
1547.7,118.087,-389.3,1.14,2815
1548.25,118.129,-395.9,0.05,2816
1548.8,118.175,-401.7,-0.9,2817
1549.35,118.224,-394.9,0.22,2818
1549.9,118.271,-398.2,-0.32,2819
1550.45,118.318,-400.5,-0.7,2820
1551,118.366,-393.7,0.43,2821
1551.55,118.412,-393.3,0.5,2822
1552.1,118.456,-392.1,0.7,2823
1552.65,118.501,-399.3,-0.49,2824
1553.2,118.549,-395.4,0.16,2825
1553.75,118.595,-396.9,-0.09,2826
1554.3,118.643,-398.5,-0.35,2827
1554.85,118.691,-396.8,-0.07,2828
1555.4,118.738,-391.9,0.75,2829
1555.95,118.782,-397.6,-0.19,2830
1556.5,118.829,-394.7,0.29,2831
1557.05,118.874,-394,0.41,2832
1557.6,118.918,-388.4,1.33,2833
1558.15,118.962,-395.5,0.16,2834
1558.7,119.005,-386.8,1.6,2835
1559.25,119.048,-393.1,0.56,2836
1559.8,119.092,-392.8,0.61,2837
1560.35,119.136,-394.6,0.32,2838
1560.9,119.182,-395.4,0.19,2839
1561.45,119.227,-392.2,0.72,2840
1562,119.272,-394.9,0.28,2841
1562.55,119.317,-394.8,0.3,2842
1563.1,119.363,-391.4,0.87,2843
1563.65,119.408,-398.7,-0.33,2844
1564.2,119.455,-396,0.12,2845
1564.75,119.501,-388.9,1.29,2846
1565.3,119.544,-392.7,0.67,2847
1565.85,119.588,-388.5,1.37,2848
1566.4,119.63,-395.1,0.28,2849
1566.95,119.675,-391.4,0.89,2850
1567.5,119.719,-389.3,1.25,2851
1568.05,119.76,-384.1,2.11,2852
1568.6,119.801,-392.3,0.76,2853
1569.15,119.844,-392.9,0.66,2854
1569.7,119.888,-390.1,1.13,2855
1570.25,119.931,-394.1,0.47,2856
1570.8,119.977,-396.3,0.11,2857
1571.35,120.022,-391.9,0.84,2858
1571.9,120.067,-390.2,1.13,2859
1572.45,120.11,-393.5,0.59,2860
1573,120.153,-385.1,1.98,2861
1573.55,120.195,-393.5,0.59,2862
1574.1,120.239,-385.6,1.9,2863
1574.65,120.279,-387.8,1.54,2864
1575.2,120.32,-389.6,1.25,2865
1575.75,120.362,-388.3,1.47,2866
1576.3,120.404,-392.4,0.79,2867
1576.85,120.448,-390.3,1.14,2868
1577.4,120.491,-388.9,1.38,2869
1577.95,120.533,-391.3,0.99,2870
1578.5,120.576,-393,0.71,2871
1579.05,120.62,-391.5,0.96,2872
1579.6,120.664,-389.6,1.28,2873
1580.15,120.707,-391.2,1.02,2874
1580.7,120.75,-390.6,1.12,2875
1581.25,120.793,-386.2,1.85,2876
1581.8,120.833,-389.5,1.31,2877
1582.35,120.875,-387.8,1.59,2878
1582.9,120.917,-388.9,1.42,2879
1583.45,120.958,-387.9,1.58,2880
1584,120.999,-386.2,1.87,2881
1584.55,121.04,-382.4,2.5,2882
1585.1,121.078,-390.6,1.15,2883
1585.65,121.121,-391,1.08,2884
1586.2,121.162,-382.5,2.49,2885
1586.75,121.203,-390.2,1.22,2886
1587.3,121.244,-389.2,1.39,2887
1587.85,121.286,-389.3,1.38,2888
1588.4,121.328,-388.3,1.55,2889
1588.95,121.37,-389.4,1.37,2890
1589.5,121.412,-388.3,1.55,2891
1590.05,121.453,-383.6,2.33,2892
1590.6,121.492,-386.4,1.87,2893
1591.15,121.532,-380.3,2.88,2894
1591.7,121.57,-387.6,1.68,2895
1592.25,121.611,-391.8,0.98,2896
1592.8,121.653,-384.3,2.23,2897
1593.35,121.693,-383.5,2.36,2898
1593.9,121.732,-387.7,1.67,2899
1594.45,121.773,-388.6,1.52,2900
1595,121.814,-387.6,1.69,2901
1595.55,121.855,-384.9,2.14,2902
1596.1,121.895,-389,1.46,2903
1596.65,121.937,-395,0.47,2904
1597.2,121.982,-390.4,1.24,2905
1597.75,122.025,-388.8,1.5,2906
1598.3,122.068,-391.3,1.09,2907
1598.85,122.11,-387.6,1.71,2908
1599.4,122.152,-390.5,1.23,2909
1599.95,122.195,-387.1,1.8,2910
1600.5,122.237,-385.5,2.06,2911
1601.05,122.277,-384,2.31,2912
